x1km_square,flower_species,n_observed_flowers,flower_genus
NC2313,Vaccinium oxycoccos,0,Vaccinium
NC2313,Vaccinium vitis,0,Vaccinium
NC2313,Valeriana dioica,0,Valeriana
NC2313,Valeriana officinalis,0,Valeriana
NC2313,Verbena officinalis,0,Verbena
NC2313,Verbena x,0,Verbena
NC2313,Veronica agrestis,0,Veronica
NC2313,Veronica arvensis,0,Veronica
NC2313,Veronica beccabunga,0,Veronica
NC2313,Veronica chamaedrys,0,Veronica
NC2313,Veronica hederifolia,0,Veronica
NC2313,Veronica montana,0,Veronica
NC2313,Veronica officinalis,0,Veronica
NC2313,Veronica persica,0,Veronica
NC2313,Veronica polita,0,Veronica
NC2313,Veronica serpyllifolia,0,Veronica
NC2313,Vicia benghalensis,0,Vicia
NC2313,Vicia cracca,0,Vicia
NC2313,Vicia faba,0,Vicia
NC2313,Vicia hirsuta,0,Vicia
NC2313,Vicia lutea,0,Vicia
NC2313,Vicia sativa,0,Vicia
NC2313,Vicia sepium,0,Vicia
NC2313,Vicia spp,2,Vicia
NC2313,Vicia tetrasperma,0,Vicia
NC2313,Viola arvensis,0,Viola
NC2313,Viola canina,0,Viola
NC2313,Viola palustris,2,Viola
NC2313,Viola riviniana,0,Viola
NC2313,Zea mays,0,Zea
NC5762,Acer pseudoplatanus,0,Acer
NC5762,Achillea millefolium,0,Achillea
NC5762,Achillea ptarmica,0,Achillea
NC5762,Aegopodium podagraria,0,Aegopodium
NC5762,Aethusa cynapium,0,Aethusa
NC5762,Ajuga reptans,0,Ajuga
NC5762,Alliaria petiolata,0,Alliaria
NC5762,Alnus glutinosa,0,Alnus
NC5762,Anagallis arvensis,0,Anagallis
NC5762,Anchusa arvensis,0,Anchusa
NC5762,Anemone nemorosa,0,Anemone
NC5762,Angelica sylvestris,0,Angelica
NC5762,Anthemis cotula,0,Anthemis
NC5762,Anthriscus caucalis,0,Anthriscus
NC5762,Anthriscus sylvestris,0,Anthriscus
NC5762,Apium nodiflorum,0,Apium
NC5762,Armeria maritima,0,Armeria
NC5762,Artemisia absinthium,0,Artemisia
NC5762,Artemisia annua,0,Artemisia
NC5762,Artemisia vulgaris,0,Artemisia
NC5762,Aster tripolium,0,Aster
NC5762,Atriplex patula,0,Atriplex
NC5762,Atriplex portulacoides,0,Atriplex
NC5762,Ballota nigra,0,Ballota
NC5762,Barbarea vulgaris,0,Barbarea
NC5762,Bellis perennis,0,Bellis
NC5762,Berula erecta,0,Berula
NC5762,Brassica napus,0,Brassica
NC5762,Brassica oleracea,0,Brassica
NC5762,Brassica rapa,0,Brassica
NC5762,Bryonia dioica,0,Bryonia
NC5762,Buddleja davidii,0,Buddleja
NC5762,Bupleurum tenuissimum,0,Bupleurum
NC5762,Calluna vulgaris,0,Calluna
NC5762,Caltha palustris,0,Caltha
NC5762,Calystegia sepium,0,Calystegia
NC5762,Campanula rotundifolia,0,Campanula
NC5762,Capsella bursa,0,Capsella
NC5762,Cardamine flexuosa,0,Cardamine
NC5762,Cardamine hirsuta,0,Cardamine
NC5762,Cardamine pratensis,0,Cardamine
NC5762,Carduus nutans,0,Carduus
NC5762,Carum verticillatum,0,Carum
NC5762,Centaurea cyanus,0,Centaurea
NC5762,Centaurea nigra,0,Centaurea
NC5762,Centaurea scabiosa,0,Centaurea
NC5762,Centaurium erythraea,0,Centaurium
NC5762,Cerastium arvense,4,Cerastium
NC5762,Cerastium fontanum,0,Cerastium
NC5762,Cerastium glomeratum,0,Cerastium
NC5762,Ceratocapnos claviculata,0,Ceratocapnos
NC5762,Chaerophyllum temulum,0,Chaerophyllum
NC5762,Chamaemelum nobile,0,Chamaemelum
NC5762,Chamerion angustifolium,0,Chamerion
NC5762,Chenopodium album,0,Chenopodium
NC5762,Chenopodium ficifolium,0,Chenopodium
NC5762,Chenopodium quinoa,0,Chenopodium
NC5762,Cichorium intybus,0,Cichorium
NC5762,Circaea lutetiana,0,Circaea
NC5762,Cirsium arvense,0,Cirsium
NC5762,Cirsium eriophorum,0,Cirsium
NC5762,Cirsium palustre,0,Cirsium
NC5762,Cirsium vulgare,0,Cirsium
NC5762,Clematis vitalba,0,Clematis
NC5762,Clinopodium vulgare,0,Clinopodium
NC5762,Conium maculatum,0,Conium
NC5762,Conopodium majus,0,Conopodium
NC5762,Convolvulus arvensis,0,Convolvulus
NC5762,Conyza canadensis,0,Conyza
NC5762,Cotoneaster salicifolius,0,Cotoneaster
NC5762,Crataegus monogyna,0,Crataegus
NC5762,Crepis capillaris,0,Crepis
NC5762,Crepis vesicaria,0,Crepis
NC5762,Cruciata laevipes,0,Cruciata
NC5762,Cytisus scoparius,0,Cytisus
NC5762,Dactylorhiza fuchsii,0,Dactylorhiza
NC5762,Dactylorhiza maculata,0,Dactylorhiza
NC5762,Daucus carota,0,Daucus
NC5762,Digitalis ferruginea,0,Digitalis
NC5762,Digitalis grandiflora,0,Digitalis
NC5762,Digitalis purpurea,0,Digitalis
NC5762,Dioscorea communis,0,Dioscorea
NC5762,Doronicum plantagineum,0,Doronicum
NC5762,Drosera anglica,1,Drosera
NC5762,Drosera rotundifolia,0,Drosera
NC5762,Dryas octopetala,0,Dryas
NC5762,Epilobium hirsutum,0,Epilobium
NC5762,Epilobium montanum,0,Epilobium
NC5762,Epilobium obscurum,0,Epilobium
NC5762,Epilobium palustre,0,Epilobium
NC5762,Epilobium parviflorum,0,Epilobium
NC5762,Epilobium roseum,0,Epilobium
NC5762,Epilobium tetragonum,0,Epilobium
NC5762,Erica cinerea,520,Erica
NC5762,Erica tetralix,0,Erica
NC5762,Eriophorum vaginatum,0,Eriophorum
NC5762,Eupatorium cannabinum,0,Eupatorium
NC5762,Euphorbia exigua,0,Euphorbia
NC5762,Euphorbia helioscopia,0,Euphorbia
NC5762,Euphrasia officinalis,0,Euphrasia
NC5762,Fagopyrum esculentum,0,Fagopyrum
NC5762,Fallopia convolvulus,0,Fallopia
NC5762,Filipendula ulmaria,0,Filipendula
NC5762,Fumaria officinalis,0,Fumaria
NC5762,Galeopsis speciosa,0,Galeopsis
NC5762,Galeopsis tetrahit,0,Galeopsis
NC5762,Galium aparine,0,Galium
NC5762,Galium mollugo,0,Galium
NC5762,Galium odoratum,0,Galium
NC5762,Galium palustre,0,Galium
NC5762,Galium saxatile,0,Galium
NC5762,Galium verum,0,Galium
NC5762,Genista anglica,0,Genista
NC5762,Geranium dissectum,0,Geranium
NC5762,Geranium molle,0,Geranium
NC5762,Geranium nodosum,0,Geranium
NC5762,Geranium pratense,0,Geranium
NC5762,Geranium pyrenaicum,0,Geranium
NC5762,Geranium robertianum,0,Geranium
NC5762,Geum urbanum,0,Geum
NC5762,Glechoma hederacea,0,Glechoma
NC5762,Hedera helix,0,Hedera
NC5762,Helianthus annuus,0,Helianthus
NC5762,Heracleum mantegazzianum,0,Heracleum
NC5762,Heracleum sphondylium,0,Heracleum
NC5762,Hippocrepis comosa,0,Hippocrepis
NC5762,Hordeum vulgare,0,Hordeum
NC5762,Hyacinthoides non,0,Hyacinthoides
NC5762,Hypericum forrestii,0,Hypericum
NC5762,Hypericum perforatum,0,Hypericum
NC5762,Hypericum pulchrum,0,Hypericum
NC5762,Hypericum tetrapterum,0,Hypericum
NC5762,Hypochaeris radicata,0,Hypochaeris
NC5762,Ilex aquifolium,0,Ilex
NC5762,Impatiens glandulifera,0,Impatiens
NC5762,Impatiens parviflora,0,Impatiens
NC5762,Iris pseudacorus,0,Iris
NC5762,Jacobaea erucifolia,0,Jacobaea
NC5762,Jacobaea vulgaris,0,Jacobaea
NC5762,Jasione montana,0,Jasione
NC5762,Juncus conglomeratus,0,Juncus
NC5762,Juncus effusus,0,Juncus
NC5762,Knautia arvensis,0,Knautia
NC5762,Lactuca serriola,0,Lactuca
NC5762,Lamium album,0,Lamium
NC5762,Lamium galeobdolon,0,Lamium
NC5762,Lamium purpureum,0,Lamium
NC5762,Lapsana communis,0,Lapsana
NC5762,Lathyrus aphaca,0,Lathyrus
NC5762,Lathyrus linifolius,0,Lathyrus
NC5762,Lathyrus pratensis,0,Lathyrus
NC5762,Leontodon hispidus,0,Leontodon
NC5762,Leontodon saxatilis,0,Leontodon
NC5762,Leucanthemum vulgare,0,Leucanthemum
NC5762,Ligusticum scoticum,0,Ligusticum
NC5762,Limonium vulgare,0,Limonium
NC5762,Linaria vulgaris,0,Linaria
NC5762,Linum catharticum,0,Linum
NC5762,Linum usitatissimum,0,Linum
NC5762,Lonicera caprifolium,0,Lonicera
NC5762,Lonicera periclymenum,0,Lonicera
NC5762,Lotus angustissimus,0,Lotus
NC5762,Lotus corniculatus,0,Lotus
NC5762,Lotus pedunculatus,0,Lotus
NC5762,Lotus subbiflorus,0,Lotus
NC5762,Luzula campestris,0,Luzula
NC5762,Lysimachia nemorum,0,Lysimachia
NC5762,Lysimachia punctata,0,Lysimachia
NC5762,Lysimachia vulgaris,0,Lysimachia
NC5762,Lythrum alatum,0,Lythrum
NC5762,Lythrum salicaria,0,Lythrum
NC5762,Malva sylvestris,0,Malva
NC5762,Matricaria chamomilla,0,Matricaria
NC5762,Matricaria discoidea,0,Matricaria
NC5762,Medicago lupulina,0,Medicago
NC5762,Melampyrum pratense,0,Melampyrum
NC5762,Mentha aquatica,0,Mentha
NC5762,Mentha arvensis,0,Mentha
NC5762,Mercurialis perennis,0,Mercurialis
NC5762,Myosotis arvensis,0,Myosotis
NC5762,Myosotis discolor,0,Myosotis
NC5762,Myosotis sylvatica,0,Myosotis
NC5762,Narthecium ossifragum,538,Narthecium
NC5762,Odontites vernus,0,Odontites
NC5762,Oenanthe crocata,0,Oenanthe
NC5762,Origanum vulgare,0,Origanum
NC5762,Ornithopus perpusillus,0,Ornithopus
NC5762,Oxalis acetosella,0,Oxalis
NC5762,Panicum miliaceum,0,Panicum
NC5762,Papaver rhoeas,0,Papaver
NC5762,Pedicularis sylvatica,67,Pedicularis
NC5762,Persicaria amplexicaulis,0,Persicaria
NC5762,Persicaria bistorta,0,Persicaria
NC5762,Persicaria hydropiper,0,Persicaria
NC5762,Persicaria lapathifolia,0,Persicaria
NC5762,Persicaria maculosa,0,Persicaria
NC5762,Peucedanum ostruthium,0,Peucedanum
NC5762,Picris echioides,0,Picris
NC5762,Picris hieracioides,0,Picris
NC5762,Pilosella officinarum,0,Pilosella
NC5762,Pimpinella saxifraga,0,Pimpinella
NC5762,Pinguicula vulgaris,5,Pinguicula
NC5762,Plantago lanceolata,0,Plantago
NC5762,Plantago major,0,Plantago
NC5762,Plantago maritima,0,Plantago
NC5762,Poa annua,0,Poa
NC5762,Polygala serpyllifolia,203,Polygala
NC5762,Polygala vulgaris,0,Polygala
NC5762,Polygonum aviculare,0,Polygonum
NC5762,Potentilla anglica,0,Potentilla
NC5762,Potentilla anserina,0,Potentilla
NC5762,Potentilla erecta,0,Potentilla
NC5762,Potentilla recta,0,Potentilla
NC5762,Potentilla reptans,0,Potentilla
NC5762,Prunella vulgaris,0,Prunella
NC5762,Prunus spinosa,0,Prunus
NC5762,Pulicaria dysenterica,0,Pulicaria
NC5762,Ranunculus acris,0,Ranunculus
NC5762,Ranunculus bulbosus,4,Ranunculus
NC5762,Ranunculus ficaria,0,Ranunculus
NC5762,Ranunculus flammula,88,Ranunculus
NC5762,Ranunculus repens,0,Ranunculus
NC5762,Ranunculus sardous,0,Ranunculus
NC5762,Raphanus raphanistrum,0,Raphanus
NC5762,Raphanus sativus,0,Raphanus
NC5762,Rhinanthus minor,0,Rhinanthus
NC5762,Rosa arvensis,0,Rosa
NC5762,Rosa canina,0,Rosa
NC5762,Rubus caesius,0,Rubus
NC5762,Rubus fruticosus,0,Rubus
NC5762,Rubus idaeus,0,Rubus
NC5762,Rumex acetosa,0,Rumex
NC5762,Rumex acetosella,0,Rumex
NC5762,Rumex crispus,0,Rumex
NC5762,Rumex obtusifolius,0,Rumex
NC5762,Rumex sanguineus,0,Rumex
NC5762,Sagina saginoides,0,Sagina
NC5762,Sambucus nigra,0,Sambucus
NC5762,Sanguisorba officinalis,0,Sanguisorba
NC5762,Scorzoneroides autumnalis,2,Scorzoneroides
NC5762,Scrophularia auriculata,0,Scrophularia
NC5762,Scrophularia nodosa,0,Scrophularia
NC5762,Sedum anglicum,0,Sedum
NC5762,Senecio erucifolius,0,Senecio
NC5762,Senecio jacobaea,0,Senecio
NC5762,Senecio vulgaris,0,Senecio
NC5762,Sherardia arvensis,0,Sherardia
NC5762,Silene dioica,0,Silene
NC5762,Silene latifolia,0,Silene
NC5762,Silybum marianum,0,Silybum
NC5762,Sinapis alba,0,Sinapis
NC5762,Sinapis arvensis,0,Sinapis
NC5762,Sisymbrium officinale,0,Sisymbrium
NC5762,Solanum dulcamara,0,Solanum
NC5762,Solanum nigrum,0,Solanum
NC5762,Solanum tuberosum,0,Solanum
NC5762,Sonchus arvensis,0,Sonchus
NC5762,Sonchus asper,0,Sonchus
NC5762,Sonchus oleraceus,0,Sonchus
NC5762,Sorbus aucuparia,0,Sorbus
NC5762,Spergula arvensis,0,Spergula
NC5762,Spergularia media,0,Spergularia
NC5762,Stachys arvensis,0,Stachys
NC5762,Stachys palustris,0,Stachys
NC5762,Stachys sylvatica,0,Stachys
NC5762,Stellaria alsine,0,Stellaria
NC5762,Stellaria graminea,0,Stellaria
NC5762,Stellaria holostea,0,Stellaria
NC5762,Stellaria media,0,Stellaria
NC5762,Suaeda maritima,0,Suaeda
NC5762,Succisa pratensis,0,Succisa
NC5762,Symphytum officinale,0,Symphytum
NC5762,Taraxacum agg,0,Taraxacum
NC5762,Taraxacum officinale,0,Taraxacum
NC5762,Teucrium scorodonia,0,Teucrium
NC5762,Thlaspi arvense,0,Thlaspi
NC5762,Thymus polytrichus,0,Thymus
NC5762,Thymus vulgaris,0,Thymus
NC5762,Torilis japonica,0,Torilis
NC5762,Tragopogon pratensis,0,Tragopogon
NC5762,Trientalis europaea,0,Trientalis
NC5762,Trifolium arvense,0,Trifolium
NC5762,Trifolium campestre,0,Trifolium
NC5762,Trifolium constantinopolitanum,0,Trifolium
NC5762,Trifolium dubium,0,Trifolium
NC5762,Trifolium pratense,0,Trifolium
NC5762,Trifolium repens,0,Trifolium
NC5762,Tripleurospermum inodorum,0,Tripleurospermum
NC5762,Tripleurospermum maritimum,0,Tripleurospermum
NC5762,Turgenia latifolia,0,Turgenia
NC5762,Ulex europaeus,0,Ulex
NC5762,Ulex gallii,0,Ulex
NC5762,Urtica dioica,0,Urtica
NC5762,Vaccinium myrtillus,0,Vaccinium
NC5762,Vaccinium oxycoccos,0,Vaccinium
NC5762,Vaccinium vitis,0,Vaccinium
NC5762,Valeriana dioica,0,Valeriana
NC5762,Valeriana officinalis,0,Valeriana
NC5762,Verbena officinalis,0,Verbena
NC5762,Verbena x,0,Verbena
NC5762,Veronica agrestis,0,Veronica
NC5762,Veronica arvensis,0,Veronica
NC5762,Veronica beccabunga,0,Veronica
NC5762,Veronica chamaedrys,0,Veronica
NC5762,Veronica hederifolia,0,Veronica
NC5762,Veronica montana,0,Veronica
NC5762,Veronica officinalis,0,Veronica
NC5762,Veronica persica,0,Veronica
NC5762,Veronica polita,0,Veronica
NC5762,Veronica serpyllifolia,0,Veronica
NC5762,Vicia benghalensis,0,Vicia
NC5762,Vicia cracca,0,Vicia
NC5762,Vicia faba,0,Vicia
NC5762,Vicia hirsuta,0,Vicia
NC5762,Vicia lutea,0,Vicia
NC5762,Vicia sativa,0,Vicia
NC5762,Vicia sepium,0,Vicia
NC5762,Vicia spp,0,Vicia
NC5762,Vicia tetrasperma,0,Vicia
NC5762,Viola arvensis,0,Viola
NC5762,Viola canina,0,Viola
NC5762,Viola palustris,0,Viola
NC5762,Viola riviniana,0,Viola
NC5762,Zea mays,0,Zea
NC7158,Acer pseudoplatanus,0,Acer
NC7158,Achillea millefolium,0,Achillea
NC7158,Achillea ptarmica,0,Achillea
NC7158,Aegopodium podagraria,0,Aegopodium
NC7158,Aethusa cynapium,0,Aethusa
NC7158,Ajuga reptans,0,Ajuga
NC7158,Alliaria petiolata,0,Alliaria
NC7158,Alnus glutinosa,0,Alnus
NC7158,Anagallis arvensis,0,Anagallis
NC7158,Anchusa arvensis,0,Anchusa
NC7158,Anemone nemorosa,0,Anemone
NC7158,Angelica sylvestris,0,Angelica
NC7158,Anthemis cotula,0,Anthemis
NC7158,Anthriscus caucalis,0,Anthriscus
NC7158,Anthriscus sylvestris,0,Anthriscus
NC7158,Apium nodiflorum,0,Apium
NC7158,Armeria maritima,0,Armeria
NC7158,Artemisia absinthium,0,Artemisia
NC7158,Artemisia annua,0,Artemisia
NC7158,Artemisia vulgaris,0,Artemisia
NC7158,Aster tripolium,0,Aster
NC7158,Atriplex patula,0,Atriplex
NC7158,Atriplex portulacoides,0,Atriplex
NC7158,Ballota nigra,0,Ballota
NC7158,Barbarea vulgaris,0,Barbarea
NC7158,Bellis perennis,157,Bellis
NC7158,Berula erecta,0,Berula
NC7158,Brassica napus,0,Brassica
NC7158,Brassica oleracea,0,Brassica
NC7158,Brassica rapa,0,Brassica
NC7158,Bryonia dioica,0,Bryonia
NC7158,Buddleja davidii,0,Buddleja
NC7158,Bupleurum tenuissimum,0,Bupleurum
NC7158,Calluna vulgaris,1560,Calluna
NC7158,Caltha palustris,0,Caltha
NC7158,Calystegia sepium,0,Calystegia
NC7158,Campanula rotundifolia,0,Campanula
NC7158,Capsella bursa,0,Capsella
NC7158,Cardamine flexuosa,0,Cardamine
NC7158,Cardamine hirsuta,0,Cardamine
NC7158,Cardamine pratensis,0,Cardamine
NC7158,Carduus nutans,0,Carduus
NC7158,Carum verticillatum,0,Carum
NC7158,Centaurea cyanus,0,Centaurea
NC7158,Centaurea nigra,0,Centaurea
NC7158,Centaurea scabiosa,0,Centaurea
NC7158,Centaurium erythraea,0,Centaurium
NC7158,Cerastium arvense,4,Cerastium
NC7158,Cerastium fontanum,0,Cerastium
NC7158,Cerastium glomeratum,0,Cerastium
NC7158,Ceratocapnos claviculata,0,Ceratocapnos
NC7158,Chaerophyllum temulum,0,Chaerophyllum
NC7158,Chamaemelum nobile,0,Chamaemelum
NC7158,Chamerion angustifolium,0,Chamerion
NC7158,Chenopodium album,0,Chenopodium
NC7158,Chenopodium ficifolium,0,Chenopodium
NC7158,Chenopodium quinoa,0,Chenopodium
NC7158,Cichorium intybus,0,Cichorium
NC7158,Circaea lutetiana,0,Circaea
NC7158,Cirsium arvense,0,Cirsium
NC7158,Cirsium eriophorum,0,Cirsium
NC7158,Cirsium palustre,0,Cirsium
NC7158,Cirsium vulgare,0,Cirsium
NC7158,Clematis vitalba,0,Clematis
NC7158,Clinopodium vulgare,0,Clinopodium
NC7158,Conium maculatum,0,Conium
NC7158,Conopodium majus,39,Conopodium
NC7158,Convolvulus arvensis,0,Convolvulus
NC7158,Conyza canadensis,0,Conyza
NC7158,Cotoneaster salicifolius,0,Cotoneaster
NC7158,Crataegus monogyna,0,Crataegus
NC7158,Crepis capillaris,0,Crepis
NC7158,Crepis vesicaria,0,Crepis
NC7158,Cruciata laevipes,0,Cruciata
NC7158,Cytisus scoparius,0,Cytisus
NC7158,Dactylorhiza fuchsii,4,Dactylorhiza
NC7158,Dactylorhiza maculata,0,Dactylorhiza
NC7158,Daucus carota,0,Daucus
NC7158,Digitalis ferruginea,0,Digitalis
NC7158,Digitalis grandiflora,0,Digitalis
NC7158,Digitalis purpurea,0,Digitalis
NC7158,Dioscorea communis,0,Dioscorea
NC7158,Doronicum plantagineum,0,Doronicum
NC7158,Drosera anglica,0,Drosera
NC7158,Drosera rotundifolia,0,Drosera
NC7158,Dryas octopetala,0,Dryas
NC7158,Epilobium hirsutum,0,Epilobium
NC7158,Epilobium montanum,0,Epilobium
NC7158,Epilobium obscurum,0,Epilobium
NC7158,Epilobium palustre,0,Epilobium
NC7158,Epilobium parviflorum,0,Epilobium
NC7158,Epilobium roseum,0,Epilobium
NC7158,Epilobium tetragonum,0,Epilobium
NC7158,Erica cinerea,413,Erica
NC7158,Erica tetralix,513,Erica
NC7158,Eriophorum vaginatum,0,Eriophorum
NC7158,Eupatorium cannabinum,0,Eupatorium
NC7158,Euphorbia exigua,0,Euphorbia
NC7158,Euphorbia helioscopia,0,Euphorbia
NC7158,Euphrasia officinalis,0,Euphrasia
NC7158,Fagopyrum esculentum,0,Fagopyrum
NC7158,Fallopia convolvulus,0,Fallopia
NC7158,Filipendula ulmaria,0,Filipendula
NC7158,Fumaria officinalis,0,Fumaria
NC7158,Galeopsis speciosa,0,Galeopsis
NC7158,Galeopsis tetrahit,0,Galeopsis
NC7158,Galium aparine,0,Galium
NC7158,Galium mollugo,0,Galium
NC7158,Galium odoratum,0,Galium
NC7158,Galium palustre,0,Galium
NC7158,Galium saxatile,710,Galium
NC7158,Galium verum,0,Galium
NC7158,Genista anglica,16,Genista
NC7158,Geranium dissectum,0,Geranium
NC7158,Geranium molle,0,Geranium
NC7158,Geranium nodosum,0,Geranium
NC7158,Geranium pratense,0,Geranium
NC7158,Geranium pyrenaicum,0,Geranium
NC7158,Geranium robertianum,0,Geranium
NC7158,Geum urbanum,0,Geum
NC7158,Glechoma hederacea,0,Glechoma
NC7158,Hedera helix,0,Hedera
NC7158,Helianthus annuus,0,Helianthus
NC7158,Heracleum mantegazzianum,0,Heracleum
NC7158,Heracleum sphondylium,15,Heracleum
NC7158,Hippocrepis comosa,0,Hippocrepis
NC7158,Hordeum vulgare,0,Hordeum
NC7158,Hyacinthoides non,0,Hyacinthoides
NC7158,Hypericum forrestii,0,Hypericum
NC7158,Hypericum perforatum,0,Hypericum
NC7158,Hypericum pulchrum,0,Hypericum
NC7158,Hypericum tetrapterum,0,Hypericum
NC7158,Hypochaeris radicata,0,Hypochaeris
NC7158,Ilex aquifolium,0,Ilex
NC7158,Impatiens glandulifera,0,Impatiens
NC7158,Impatiens parviflora,0,Impatiens
NC7158,Iris pseudacorus,0,Iris
NC7158,Jacobaea erucifolia,0,Jacobaea
NC7158,Jacobaea vulgaris,0,Jacobaea
NC7158,Jasione montana,0,Jasione
NC7158,Juncus conglomeratus,0,Juncus
NC7158,Juncus effusus,0,Juncus
NC7158,Knautia arvensis,0,Knautia
NC7158,Lactuca serriola,0,Lactuca
NC7158,Lamium album,0,Lamium
NC7158,Lamium galeobdolon,0,Lamium
NC7158,Lamium purpureum,0,Lamium
NC7158,Lapsana communis,0,Lapsana
NC7158,Lathyrus aphaca,0,Lathyrus
NC7158,Lathyrus linifolius,0,Lathyrus
NC7158,Lathyrus pratensis,0,Lathyrus
NC7158,Leontodon hispidus,0,Leontodon
NC7158,Leontodon saxatilis,0,Leontodon
NC7158,Leucanthemum vulgare,0,Leucanthemum
NC7158,Ligusticum scoticum,0,Ligusticum
NC7158,Limonium vulgare,0,Limonium
NC7158,Linaria vulgaris,0,Linaria
NC7158,Linum catharticum,0,Linum
NC7158,Linum usitatissimum,0,Linum
NC7158,Lonicera caprifolium,0,Lonicera
NC7158,Lonicera periclymenum,0,Lonicera
NC7158,Lotus angustissimus,0,Lotus
NC7158,Lotus corniculatus,6,Lotus
NC7158,Lotus pedunculatus,0,Lotus
NC7158,Lotus subbiflorus,0,Lotus
NC7158,Luzula campestris,0,Luzula
NC7158,Lysimachia nemorum,0,Lysimachia
NC7158,Lysimachia punctata,0,Lysimachia
NC7158,Lysimachia vulgaris,0,Lysimachia
NC7158,Lythrum alatum,0,Lythrum
NC7158,Lythrum salicaria,0,Lythrum
NC7158,Malva sylvestris,0,Malva
NC7158,Matricaria chamomilla,0,Matricaria
NC7158,Matricaria discoidea,0,Matricaria
NC7158,Medicago lupulina,0,Medicago
NC7158,Melampyrum pratense,0,Melampyrum
NC7158,Mentha aquatica,0,Mentha
NC7158,Mentha arvensis,0,Mentha
NC7158,Mercurialis perennis,0,Mercurialis
NC7158,Myosotis arvensis,0,Myosotis
NC7158,Myosotis discolor,0,Myosotis
NC7158,Myosotis sylvatica,0,Myosotis
NC7158,Narthecium ossifragum,101,Narthecium
NC7158,Odontites vernus,0,Odontites
NC7158,Oenanthe crocata,0,Oenanthe
NC7158,Origanum vulgare,0,Origanum
NC7158,Ornithopus perpusillus,0,Ornithopus
NC7158,Oxalis acetosella,0,Oxalis
NC7158,Panicum miliaceum,0,Panicum
NC7158,Papaver rhoeas,0,Papaver
NC7158,Pedicularis sylvatica,0,Pedicularis
NC7158,Persicaria amplexicaulis,0,Persicaria
NC7158,Persicaria bistorta,0,Persicaria
NC7158,Persicaria hydropiper,0,Persicaria
NC7158,Persicaria lapathifolia,0,Persicaria
NC7158,Persicaria maculosa,0,Persicaria
NC7158,Peucedanum ostruthium,0,Peucedanum
NC7158,Picris echioides,0,Picris
NC7158,Picris hieracioides,0,Picris
NC7158,Pilosella officinarum,0,Pilosella
NC7158,Pimpinella saxifraga,0,Pimpinella
NC7158,Pinguicula vulgaris,0,Pinguicula
NC7158,Plantago lanceolata,4,Plantago
NC7158,Plantago major,0,Plantago
NC7158,Plantago maritima,0,Plantago
NC7158,Poa annua,0,Poa
NC7158,Polygala serpyllifolia,18,Polygala
NC7158,Polygala vulgaris,0,Polygala
NC7158,Polygonum aviculare,0,Polygonum
NC7158,Potentilla anglica,0,Potentilla
NC7158,Potentilla anserina,0,Potentilla
NC7158,Potentilla erecta,734,Potentilla
NC7158,Potentilla recta,0,Potentilla
NC7158,Potentilla reptans,0,Potentilla
NC7158,Prunella vulgaris,0,Prunella
NC7158,Prunus spinosa,0,Prunus
NC7158,Pulicaria dysenterica,0,Pulicaria
NC7158,Ranunculus acris,21,Ranunculus
NC7158,Ranunculus bulbosus,0,Ranunculus
NC7158,Ranunculus ficaria,0,Ranunculus
NC7158,Ranunculus flammula,1,Ranunculus
NC7158,Ranunculus repens,15,Ranunculus
NC7158,Ranunculus sardous,0,Ranunculus
NC7158,Raphanus raphanistrum,0,Raphanus
NC7158,Raphanus sativus,0,Raphanus
NC7158,Rhinanthus minor,258,Rhinanthus
NC7158,Rosa arvensis,0,Rosa
NC7158,Rosa canina,0,Rosa
NC7158,Rubus caesius,0,Rubus
NC7158,Rubus fruticosus,0,Rubus
NC7158,Rubus idaeus,0,Rubus
NC7158,Rumex acetosa,51,Rumex
NC7158,Rumex acetosella,0,Rumex
NC7158,Rumex crispus,0,Rumex
NC7158,Rumex obtusifolius,0,Rumex
NC7158,Rumex sanguineus,0,Rumex
NC7158,Sagina saginoides,0,Sagina
NC7158,Sambucus nigra,0,Sambucus
NC7158,Sanguisorba officinalis,0,Sanguisorba
NC7158,Scorzoneroides autumnalis,4,Scorzoneroides
NC7158,Scrophularia auriculata,0,Scrophularia
NC7158,Scrophularia nodosa,0,Scrophularia
NC7158,Sedum anglicum,0,Sedum
NC7158,Senecio erucifolius,0,Senecio
NC7158,Senecio jacobaea,0,Senecio
NC7158,Senecio vulgaris,0,Senecio
NC7158,Sherardia arvensis,0,Sherardia
NC7158,Silene dioica,0,Silene
NC7158,Silene latifolia,0,Silene
NC7158,Silybum marianum,0,Silybum
NC7158,Sinapis alba,0,Sinapis
NC7158,Sinapis arvensis,0,Sinapis
NC7158,Sisymbrium officinale,0,Sisymbrium
NC7158,Solanum dulcamara,0,Solanum
NC7158,Solanum nigrum,0,Solanum
NC7158,Solanum tuberosum,0,Solanum
NC7158,Sonchus arvensis,0,Sonchus
NC7158,Sonchus asper,0,Sonchus
NC7158,Sonchus oleraceus,0,Sonchus
NC7158,Sorbus aucuparia,0,Sorbus
NC7158,Spergula arvensis,0,Spergula
NC7158,Spergularia media,0,Spergularia
NC7158,Stachys arvensis,0,Stachys
NC7158,Stachys palustris,0,Stachys
NC7158,Stachys sylvatica,0,Stachys
NC7158,Stellaria alsine,0,Stellaria
