SpeciesName,Genus,Family,Order,Class,Phylum,spec_code,Lmax,TL (trophic level),DepthRangeDeep,K,tm (age of maturity),tmax (maximum age),Lm (length of maturity),EnvTemp,DemersPelag,environment,Marine,Brackish,Freshwater,Macroinvert?,Edible?,FisheriesImportance
Polymorphus phippsi,Polymorphus,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,58942,,,,,,,,tropical,host,marine,TRUE,FALSE,FALSE,No,No,
Polymorphus sphaerocephalus,Polymorphus,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,58953,,,,,,,,tropical,host,marine,TRUE,FALSE,FALSE,No,No,
Polymorphus texensis,Polymorphus,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,58954,,,,,,,,subtropical,host,marine,TRUE,FALSE,FALSE,No,No,
Profilicollis antarcticus,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,89498,,,,,,,,subtropical,host,marine,TRUE,FALSE,FALSE,No,No,
Profilicollis botulus,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,58947,,,,,,,,temperate,host,marine,TRUE,FALSE,FALSE,No,No,
Profilicollis formosus,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,58950,,,,,,,,tropical,host,marine,TRUE,FALSE,FALSE,No,No,
Profilicollis novaezelandensis,Profilicollis,Polymorphidae,Polymorphida,Palaeacanthocephala,Acanthocephala,89491,2.2,,,,,,,temperate,host,marine,TRUE,FALSE,FALSE,No,No,
Acanthobdella peledina,Acanthobdella,Acanthobdellidae,Acanthobdellida,Clitellata,Annelida,41370,,,,,,,,boreal,host,"marine, freshwater",TRUE,FALSE,TRUE,Yes,No,
Pontodrilus litoralis,Pontodrilus,Megascolecidae,Crassiclitellata,Clitellata,Annelida,173070,,,,,,,,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Achaeta littoralis,Achaeta,Enchytraeidae,Enchytraeida,Clitellata,Annelida,36391,,,,,,,,temperate,,marine,TRUE,FALSE,FALSE,Yes,,
Cernosvitoviella immota,Cernosvitoviella,Enchytraeidae,Enchytraeida,Clitellata,Annelida,41232,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Cognettia glandulosa,Cognettia,Enchytraeidae,Enchytraeida,Clitellata,Annelida,36390,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Cognettia sphagnetorum,Cognettia,Enchytraeidae,Enchytraeida,Clitellata,Annelida,41011,,,,,,,,temperate,benthic,"marine, freshwater",TRUE,FALSE,TRUE,Yes,,
Enchytraeus albidus,Enchytraeus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,41229,,,3,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Enchytraeus kincaidi,Enchytraeus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,36385,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Enchytraeus metlakatlensis,Enchytraeus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155100,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Enchytraeus multiannulatoides,Enchytraeus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155099,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Enchytraeus multiannulatus,Enchytraeus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155078,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Enchytraeus rupus,Enchytraeus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155077,,,,,,,,temperate,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Fridericia bulbosa,Fridericia,Enchytraeidae,Enchytraeida,Clitellata,Annelida,36393,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Grania hongkongensis,Grania,Enchytraeidae,Enchytraeida,Clitellata,Annelida,173048,,,15,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Grania incerta,Grania,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155080,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Grania inermis,Grania,Enchytraeidae,Enchytraeida,Clitellata,Annelida,173050,,,14,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Grania lasserrei,Grania,Enchytraeidae,Enchytraeida,Clitellata,Annelida,170579,,,,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Grania maricola,Grania,Enchytraeidae,Enchytraeida,Clitellata,Annelida,41226,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Grania monochaeta,Grania,Enchytraeidae,Enchytraeida,Clitellata,Annelida,170580,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Grania ovitheca,Grania,Enchytraeidae,Enchytraeida,Clitellata,Annelida,36381,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Grania paucispina,Grania,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155079,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Grania postclitellochaeta,Grania,Enchytraeidae,Enchytraeida,Clitellata,Annelida,41224,,,100,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Grania stilifera,Grania,Enchytraeidae,Enchytraeida,Clitellata,Annelida,173049,,,8,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Grania variochaeta,Grania,Enchytraeidae,Enchytraeida,Clitellata,Annelida,36382,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus annulatus,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155088,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus arenarius,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,38141,,,20,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus belli,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155091,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus curtus,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155086,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus eiseni,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155101,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus franciscanus,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155092,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus helgolandicus,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,38147,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus lineatus,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,41214,,,47,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus merriami,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155093,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus mirabilis,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155089,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus pagenstecheri,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,37408,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus qualicumensis,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155090,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus rupertensis,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155087,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus semifuscus,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,37413,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus tsimpseanis,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155085,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Lumbricillus tuba,Lumbricillus,Enchytraeidae,Enchytraeida,Clitellata,Annelida,37414,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Marionina alaskae,Marionina,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155084,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Marionina appendiculata,Marionina,Enchytraeidae,Enchytraeida,Clitellata,Annelida,37416,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Marionina charlottensis,Marionina,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155082,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Marionina coatesae,Marionina,Enchytraeidae,Enchytraeida,Clitellata,Annelida,172320,,,,,,,,subtropical,benthic,"marine, brackish, freshwater",TRUE,TRUE,TRUE,Yes,,
Marionina georgiana,Marionina,Enchytraeidae,Enchytraeida,Clitellata,Annelida,41218,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Marionina levitheca,Marionina,Enchytraeidae,Enchytraeida,Clitellata,Annelida,172321,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Marionina neroutsensis,Marionina,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155083,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Marionina nevisensis,Marionina,Enchytraeidae,Enchytraeida,Clitellata,Annelida,173069,,,4,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Marionina sjaelandica,Marionina,Enchytraeidae,Enchytraeida,Clitellata,Annelida,36378,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Marionina spicula,Marionina,Enchytraeidae,Enchytraeida,Clitellata,Annelida,41221,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Marionina subterranea,Marionina,Enchytraeidae,Enchytraeida,Clitellata,Annelida,41222,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Marionina vancouverensis,Marionina,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155081,0.28,,,,,,,temperate,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Stephensoniella marina,Stephensoniella,Enchytraeidae,Enchytraeida,Clitellata,Annelida,41244,1.21,,,,,,,subtropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Stephensoniella sterreri,Stephensoniella,Enchytraeidae,Enchytraeida,Clitellata,Annelida,172322,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Stephensoniella trevori,Stephensoniella,Enchytraeidae,Enchytraeida,Clitellata,Annelida,155103,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Bathydrilus adriaticus,Bathydrilus,Tubificidae,Haplotaxida,Clitellata,Annelida,37881,1.12,,32,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Bathydrilus egenus,Bathydrilus,Tubificidae,Haplotaxida,Clitellata,Annelida,141025,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Bathydrilus vetustus,Bathydrilus,Tubificidae,Haplotaxida,Clitellata,Annelida,141024,1.2,,7,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Clitellio arenarius,Clitellio,Tubificidae,Haplotaxida,Clitellata,Annelida,41392,,,20,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Coralliodrilus rugosus,Coralliodrilus,Tubificidae,Haplotaxida,Clitellata,Annelida,140995,0.3,,,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Heronidrilus gravidis,Heronidrilus,Tubificidae,Haplotaxida,Clitellata,Annelida,140987,1.1,,,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Heterochaeta costata,Heterochaeta,Tubificidae,Haplotaxida,Clitellata,Annelida,38619,,,,,,,,temperate,demersal,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Inanidrilus aduncosetis,Inanidrilus,Tubificidae,Haplotaxida,Clitellata,Annelida,141008,1.3,,9,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Inanidrilus belizensis,Inanidrilus,Tubificidae,Haplotaxida,Clitellata,Annelida,141007,0.9,,25,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Inanidrilus leukodermatus,Inanidrilus,Tubificidae,Haplotaxida,Clitellata,Annelida,41412,1.1,,17,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Inanidrilus reginae,Inanidrilus,Tubificidae,Haplotaxida,Clitellata,Annelida,141009,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Inanidrilus scalprum,Inanidrilus,Tubificidae,Haplotaxida,Clitellata,Annelida,141006,1.1,,,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Limnodriloides agnes,Limnodriloides,Tubificidae,Haplotaxida,Clitellata,Annelida,36399,,,6,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Limnodriloides anxius,Limnodriloides,Tubificidae,Haplotaxida,Clitellata,Annelida,141020,0.9,,21,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Limnodriloides barnardi,Limnodriloides,Tubificidae,Haplotaxida,Clitellata,Annelida,39705,1.6,,565,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Limnodriloides monothecus,Limnodriloides,Tubificidae,Haplotaxida,Clitellata,Annelida,39704,1.3,,583,,,,,tropical,reef-associated,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Limnodriloides rubicundus,Limnodriloides,Tubificidae,Haplotaxida,Clitellata,Annelida,39706,1.6,,75,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Limnodriloides sacculus,Limnodriloides,Tubificidae,Haplotaxida,Clitellata,Annelida,141022,0.5,,2,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Limnodriloides uniampullatus,Limnodriloides,Tubificidae,Haplotaxida,Clitellata,Annelida,141021,,,6,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Limnodriloides victoriensis,Limnodriloides,Tubificidae,Haplotaxida,Clitellata,Annelida,39708,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Limnodrilus hoffmeisteri,Limnodrilus,Tubificidae,Haplotaxida,Clitellata,Annelida,41300,,,,,,,,tropical,demersal,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Milliganius compactus,Milliganius,Tubificidae,Haplotaxida,Clitellata,Annelida,140996,0.3,,3,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Monopylephorus parvus,Monopylephorus,Tubificidae,Haplotaxida,Clitellata,Annelida,41396,,,,,,,,tropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Monopylephorus rubroniveus,Monopylephorus,Tubificidae,Haplotaxida,Clitellata,Annelida,41398,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Olavius finitimus,Olavius,Tubificidae,Haplotaxida,Clitellata,Annelida,141011,0.7,,3,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Olavius imperfectus,Olavius,Tubificidae,Haplotaxida,Clitellata,Annelida,141010,0.9,,9,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Olavius longissimus,Olavius,Tubificidae,Haplotaxida,Clitellata,Annelida,141015,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Olavius pravus,Olavius,Tubificidae,Haplotaxida,Clitellata,Annelida,141014,0.7,,2,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Olavius tantulus,Olavius,Tubificidae,Haplotaxida,Clitellata,Annelida,141013,0.6,,28,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Olavius tenuissimus,Olavius,Tubificidae,Haplotaxida,Clitellata,Annelida,41382,1,,142,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Olavius vacuus,Olavius,Tubificidae,Haplotaxida,Clitellata,Annelida,141012,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Pectinodrilus deminutius,Pectinodrilus,Tubificidae,Haplotaxida,Clitellata,Annelida,140998,0.6,,15,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Pectinodrilus molestus,Pectinodrilus,Tubificidae,Haplotaxida,Clitellata,Annelida,140999,0.7,,71,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Peloscolex benedeni,Peloscolex,Tubificidae,Haplotaxida,Clitellata,Annelida,41247,,,,,,,,temperate,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Peloscolex heterochaetus,Peloscolex,Tubificidae,Haplotaxida,Clitellata,Annelida,41248,,,,,,,,temperate,benthic,brackish,FALSE,TRUE,FALSE,Yes,,
Peosidrilus vicinus,Peosidrilus,Tubificidae,Haplotaxida,Clitellata,Annelida,141000,0.4,,1,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Phallodriloides macmasterae,Phallodriloides,Tubificidae,Haplotaxida,Clitellata,Annelida,173825,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Phallodriloides singularis,Phallodriloides,Tubificidae,Haplotaxida,Clitellata,Annelida,140997,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Potamothrix hammoniensis,Potamothrix,Tubificidae,Haplotaxida,Clitellata,Annelida,41442,,,,,,,,temperate,benthic,brackish,FALSE,TRUE,FALSE,Yes,,
Tubifex tubifex,Tubifex,Tubificidae,Haplotaxida,Clitellata,Annelida,41293,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Tubificoides amplivasatus,Tubificoides,Tubificidae,Haplotaxida,Clitellata,Annelida,36401,,,250,,,,,temperate,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Tubificoides bakeri,Tubificoides,Tubificidae,Haplotaxida,Clitellata,Annelida,40008,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Tubificoides benedii,Tubificoides,Tubificidae,Haplotaxida,Clitellata,Annelida,38620,,,23,,,,,temperate,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Tubificoides bermudae,Tubificoides,Tubificidae,Haplotaxida,Clitellata,Annelida,141031,1.4,,16,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Tubificoides brownae,Tubificoides,Tubificidae,Haplotaxida,Clitellata,Annelida,39714,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Tubificoides diazi,Tubificoides,Tubificidae,Haplotaxida,Clitellata,Annelida,39715,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Tubificoides parviductus,Tubificoides,Tubificidae,Haplotaxida,Clitellata,Annelida,141032,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Tubificoides wasselli,Tubificoides,Tubificidae,Haplotaxida,Clitellata,Annelida,39717,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Ozobranchus branchiatus,Ozobranchus,Ozobranchidae,Rhynchobdellida,Clitellata,Annelida,40391,,,,,,,,tropical,host,marine,TRUE,FALSE,FALSE,Yes,No,
Ozobranchus margoi,Ozobranchus,Ozobranchidae,Rhynchobdellida,Clitellata,Annelida,38581,,,,,,,,tropical,host,marine,TRUE,FALSE,FALSE,Yes,No,
Bathybdella sawyeri,Bathybdella,Piscicolidae,Rhynchobdellida,Clitellata,Annelida,72160,1.3,,2635,,,,,tropical,host,marine,TRUE,FALSE,FALSE,Yes,No,
Branchellion ravenelii,Branchellion,Piscicolidae,Rhynchobdellida,Clitellata,Annelida,40392,,,,,,,,tropical,demersal,marine,TRUE,FALSE,FALSE,Yes,,
Heptacyclus brunneus,Heptacyclus,Piscicolidae,Rhynchobdellida,Clitellata,Annelida,37892,,,,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Heptacyclus scorpii,Heptacyclus,Piscicolidae,Rhynchobdellida,Clitellata,Annelida,38570,,,,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Heptacyclus virgatus,Heptacyclus,Piscicolidae,Rhynchobdellida,Clitellata,Annelida,167678,,,,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Myzobdella lugubris,Myzobdella,Piscicolidae,Rhynchobdellida,Clitellata,Annelida,40390,,,,,,,,tropical,demersal,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Notobdella nototheniae,Notobdella,Piscicolidae,Rhynchobdellida,Clitellata,Annelida,170581,,,,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Notostomum cyclostomum,Notostomum,Piscicolidae,Rhynchobdellida,Clitellata,Annelida,38573,,,366,,,,,boreal,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Piscicola geometra,Piscicola,Piscicolidae,Rhynchobdellida,Clitellata,Annelida,41373,,,,,,,,temperate,benthic,"marine, brackish, freshwater",TRUE,TRUE,TRUE,Yes,,
Platybdella anarrhichae,Platybdella,Piscicolidae,Rhynchobdellida,Clitellata,Annelida,38582,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Platybdella fabricii,Platybdella,Piscicolidae,Rhynchobdellida,Clitellata,Annelida,38583,,,,,,,,polar,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Platybdella pinnara,Platybdella,Piscicolidae,Rhynchobdellida,Clitellata,Annelida,155234,,,,,,,,temperate,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Pontobdella muricata,Pontobdella,Piscicolidae,Rhynchobdellida,Clitellata,Annelida,40389,,,,,,,,temperate,host,marine,TRUE,FALSE,FALSE,Yes,No,
Stibarobdella macrothela,Stibarobdella,Piscicolidae,Rhynchobdellida,Clitellata,Annelida,38586,,,,,,,,tropical,host,marine,TRUE,FALSE,FALSE,Yes,No,
Ainudrilus geminus,Ainudrilus,Naididae,Tubificida,Clitellata,Annelida,172893,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Ainudrilus gibsoni,Ainudrilus,Naididae,Tubificida,Clitellata,Annelida,172894,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Ainudrilus lutulentus,Ainudrilus,Naididae,Tubificida,Clitellata,Annelida,172478,,,,,,,,subtropical,benthic,brackish,FALSE,TRUE,FALSE,Yes,,
Ainudrilus taitamensis,Ainudrilus,Naididae,Tubificida,Clitellata,Annelida,172895,,,,,,,,subtropical,benthic,brackish,FALSE,TRUE,FALSE,Yes,,
Aktedrilus cavus,Aktedrilus,Naididae,Tubificida,Clitellata,Annelida,172896,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Aktedrilus cuneus,Aktedrilus,Naididae,Tubificida,Clitellata,Annelida,172897,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Aktedrilus floridensis,Aktedrilus,Naididae,Tubificida,Clitellata,Annelida,172898,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Aktedrilus locyi,Aktedrilus,Naididae,Tubificida,Clitellata,Annelida,172899,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Aktedrilus longitubularis,Aktedrilus,Naididae,Tubificida,Clitellata,Annelida,141003,0.33,,,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Aktedrilus mortoni,Aktedrilus,Naididae,Tubificida,Clitellata,Annelida,172900,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Aktedrilus parviprostatus,Aktedrilus,Naididae,Tubificida,Clitellata,Annelida,171703,0.17,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Aktedrilus parvithecatus,Aktedrilus,Naididae,Tubificida,Clitellata,Annelida,141004,0.52,,,,,,,tropical,reef-associated,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Aktedrilus sinensis,Aktedrilus,Naididae,Tubificida,Clitellata,Annelida,172901,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Bathydrilus edwardsi,Bathydrilus,Naididae,Tubificida,Clitellata,Annelida,172913,,,13,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Bathydrilus exilis,Bathydrilus,Naididae,Tubificida,Clitellata,Annelida,169460,,,70,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Coralliodrilus aequalis,Coralliodrilus,Naididae,Tubificida,Clitellata,Annelida,169461,,,30,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Doliodrilus tener,Doliodrilus,Naididae,Tubificida,Clitellata,Annelida,172944,,,,,,,,subtropical,benthic,"marine, brackish",TRUE,TRUE,FALSE,Yes,,
Duridrilus piger,Duridrilus,Naididae,Tubificida,Clitellata,Annelida,173041,,,21,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Duridrilus tardus,Duridrilus,Naididae,Tubificida,Clitellata,Annelida,141023,1.6,,40,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Gianius eximius,Gianius,Naididae,Tubificida,Clitellata,Annelida,173025,,,13,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Heronidrilus bihamis,Heronidrilus,Naididae,Tubificida,Clitellata,Annelida,169462,,,70,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Heronidrilus fastigatus,Heronidrilus,Naididae,Tubificida,Clitellata,Annelida,172953,,,,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Heronidrilus heronae,Heronidrilus,Naididae,Tubificida,Clitellata,Annelida,169463,,,70,,,,,tropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Heronidrilus hutchingsae,Heronidrilus,Naididae,Tubificida,Clitellata,Annelida,172954,,,4,,,,,subtropical,benthic,marine,TRUE,FALSE,FALSE,Yes,,
Heterodrilus ersei,Heterodrilus,Naididae,Tubificida,Clitellata,Annelida,140994,2.5,,10,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
Heterodrilus flexuosus,Heterodrilus,Naididae,Tubificida,Clitellata,Annelida,140988,1,,25,,,,,tropical,reef-associated,marine,TRUE,FALSE,FALSE,Yes,,
