Gene_ID,cds_length
FLII,3810
CYP2D7,1342
MOS,1041
VPS36,1161
POTEA,1929
CCDC166,1320
WDR97,4869
C8orf44-SGK3,1491
RFPL2,1137
TYW2,1347
TNNC2,483
MIEF2,1398
RPA4,786
CNGB3,2430
UBE2V1,444
TOP3A,3006
PACSIN2,1461
NKX2-6,906
ING1,840
MAFA,1062
TIGD5,1929
TGDS,1053
KCNU1,3450
SMCR8,2814
ARMCX5-GPRASP2,1644
SHMT1,1452
EVPLL,906
IL17D,609
NLRP7,3114
ATP8A2,3567
NLRP2,3189
LGALS9C,1071
GP6,1863
RAB40AL,837
RDH13,783
SLC35H1,1098
ZHX1-C8orf76,879
FABP9,399
SLC10A5,1317
USP17L2,1593
RTL8B,342
RTL8C,342
RTL8A,342
RUBCNL,1989
GNG5B,207
ZXDB,2412
NLRP2B,138
ZXDA,2400
ETDC,180
CLDN34,645
UBAC2,1035
ZNF430,327
RRS1,1098
ZNF85,1788
ZNF66,1806
SPRY2,948
TM9SF2,1992
CRIPTO3,567
NAP1L2,1383
OR4M2-OT1,951
FAM90A22,1395
FAM90A8,1395
FAM90A18,1395
FAM90A14,1395
C15orf62,528
LDHAL6B,1146
BUB1B-PAK6,424
GPI,849
HCN4,3612
KL,3039
DACH1,2121
SLC25A32,948
GOLGA6A,2082
GARRE1,388
RNF6,2058
ARMCX4,6873
XKR4,1953
GABRQ,1899
HMOX1,867
ZNF157,1521
GSDMC,1527
FMR1NB,768
ZNF729,30
ZNF676,1767
CXorf49B,1545
C8orf48,960
SNU13,387
CXorf65,552
IGF1R,4104
TCP11X2,1509
VCX2,420
LILRB3,1947
SPANXN5,219
SPANXN3,426
ARL13A,771
RFC3,1071
ARC,1191
HDHD5,1272
TCP11X1,1509
VBP1,594
TCIM,321
FAM90A13,1395
FAM90A5,1395
FAM90A11,1395
CEACAM4,765
FAM90A24,1395
LILRA6,1446
CEACAM21,882
GAGE12E,354
CEACAM7,92
BCAP31,741
GPC5,1719
ELL3,1194
LILRB5,1932
EPSTI1,924
GOLGA8O,1899
LILRB2,1797
AHCY,1299
CLYBL,1023
ARFGAP3,1551
FASTKD5,2295
PGBD4,1758
PCDH9,3714
PIGU,1308
PAN3,2664
TTYH1,1383
LDOC1,441
CITED1,582
CFAP161,906
ZMYM2,4134
MAGT1,1008
LENG8,2403
TGM7,2133
NPEPL1,1572
LENG9,1437
CDC42EP5,447
LAIR2,459
TBC1D22A,1554
KIR3DX1,1059
JMJD7-PLA2G4B,3039
LILRA2,1473
TBL1X,1734
LILRA1,1521
SPTBN5,11025
PFKL,2343
LILRB1,1959
PFKFB1,1416
MESP2,1194
LILRB4,1350
ARPIN-AP3S2,1185
B4GALT6,1149
CDS2,1338
ST20-MTHFS,540
SKOR2,3048
KBTBD13,1377
SERPINB4,1173
ALPK2,6513
AGBL1,3366
BEX1,378
DCT,1560
MTCP1,324
DIAPH3,3582
RALBP1,1968
PLXNB3,5730
CPNE1,1614
BNC1,2985
ANKRD63,1143
SLC28A3,2076
C22orf23,654
GOLGA6L4,1725
FOXD4L3,1254
GOLGA8H,1899
SBNO2,4101
SERPINB5,1128
ATP11C,3390
APOL3,996
HSPH1,2577
CCBE1,1221
TLNRD1,1089
INAFM2,462
CHST14,1131
SPATA31A6,4032
GAS1,1038
ARHGAP11A-SCG5,1878
GOLGA8M,1899
MSANTD3-TMEFF1,1026
RPL17,555
GOLGA6L7,1869
CHADL,2289
PHETA2,780
CCDC117,840
CSAG3,384
GOLGA6L25,2481
GOLGA6L26,1950
GOLGA6L24,2499
PRRG3,696
PLA2G4E,2520
GUCD1,720
FAM221B,1209
HRCT1,348
OR2S2,960
AZU1,756
PQBP1,798
PRTN3,771
PPP3R2,513
PLPPR3,75
MED16,1493
SUSD2,2469
TMEM203,411
CIMIP2A,954
NRARP,345
ELANE,804
CFD,783
ACTL7B,1248
ACTL7A,1308
QRFP,411
PRDM12,1104
IER5L,1215
AP1B1,2850
SPATA31A1,4044
GOLGA8S,1917
C2CD4A,1110
OR1K1,951
TPTE2,1569
GOLGA8K,1893
CLDN10,687
NDUFA11,687
NFATC1,2832
VMAC,510
FUT3,1086
PRKACG,1056
SPATA31A5,4044
MTIF3,837
OR4F6,939
OR4F15,939
GOLGA8R,1896
WBP2NL,930
GOLGA6C,2082
BAIAP2L2,1590
COG6,1974
OR13F1,960
OR13C4,957
OR13C8,963
OR13C5,957
OR13C2,957
OR13C9,957
FRRS1L,882
RRAGA,942
CCL27,339
RAB12,1023
CEL,2262
GALR1,1050
DPM1,783
SYT4,1278
EIF3D,1647
NKAP,1248
TAF1L,5481
DCC,4344
RCAN1,759
FOXD4,1320
KCNV2,1638
DOLK,1617
OR1J1,969
RIMS4,810
OR1J2,942
OR1J4,942
OR1Q1,945
OR1L1,933
HRH4,1173
ADIG,243
DNAJC25-GNG10,462
BCOR,5268
ZBTB21,3201
OR2K2,951
ZSWIM3,2091
TUSC1,630
TPP2,3789
NDUFV2,750
ATP5PO,642
TNFRSF14,852
IFNB1,564
IFNW1,588
IFNA21,570
OR1L3,975
OR13J1,939
SPATA31E1,4338
NUTM2F,2271
NCOA3,4275
LCN9,474
PROSER1,2835
SPATA31C2,3405
TTC34,1701
MMEL1,2340
FAM240B,237
FOXD4L5,1251
RPP25,600
FOXD4L4,1251
GOLGA6D,2082
IFNA17,570
IFNA14,570
IFNA5,570
IFNA2,567
IFNA8,570
IFNA1,570
IFNE,627
NANOGP8,918
PANK4,2322
RLN1,558
IFNK,624
PLCH2,4251
GGACT,462
OR13C3,954
OR13D1,945
CKAP2,2049
COLEC12,2229
BACH1,2211
HES5,501
GPR82,1011
SPATA31A7,4044
PHEX,2250
PRXL2B,741
SPATA31A3,4044
IFNA13,573
SS18,1257
ADAMTS1,2904
PABIR1,864
SPATA31D4,2754
SPATA31D3,2754
SLC7A1,1890
SPATA31D1,4731
OR13C7,959
SYNJ1,3936
LIG4,2736
CASK,2781
CYSRT1,435
INTS3,3129
IRS2,4017
TNFSF11,954
CCDC187,6234
FREM2,9510
SPATA31C1,3567
KLF12,1209
OR2T4,1047
OR2T2,975
PLPP6,888
OR2T1,1110
OR2T6,927
OR2T7,927
OR2T3,957
OR2T5,948
CBR3,834
OR1N1,936
OR1N2,951
OR1L4,936
OR1L6,936
DIP2A,4716
OR5C1,963
LCP1,1884
GATAD2B,1782
GCOM1,2298
SLC27A3,2436
OR1B1,954
PCDH17,3480
SLITRK5,2877
CHGB,2034
USP12,1113
VPREB1,438
CELSR1,9060
GMEB2,1593
BCL2,720
FOXD4L6,1254
SKA3,1239
INO80C,579
IFNA4,570
IFNA7,570
IFNA10,570
IFNA16,570
FOXE1,1122
NKX2-4,1065
SRXN1,414
ATP6V1G3,375
MRPS26,618
PTPRC,1714
SALL4,3162
SLC14A2,2763
RAB20,705
FLT1,4017
WFDC10A,240
MYH9,5883
LAMA5,11088
NETO1,1602
CLK2,1500
GATA6,1788
LINC02203,951
PKLR,1725
DSG2,3357
SOX18,1155
PPIAL4F,495
ZHX3,2871
SCAMP3,1044
GBA1,1611
FRY,9042
NPAP1,3471
KCNQ2,2619
HCN3,2325
POTEC,1629
ENTREP3,2007
IMPACT,963
SLC9D1,2034
MBP,915
CRYBB3,636
DYRK1A,2265
F13B,1986
KCNT2,3408
GTPBP1,2010
CFHR5,1710
CFHR2,1068
KIR2DP1,1050
ZMAT5,513
SLC25A24,1434
NBPF6,2004
NBPF4,1917
B3GALNT2,1509
RNF125,699
ZNRF3,2811
AFG3L2,2394
ADAMTS5,2793
NFS1,1374
MED18,627
HUNK,2145
HORMAD2,924
BLOC1S5-TXNDC5,411
ATP5IF1,321
SLITRK6,2526
HDGFL1,756
OLIG2,972
SESN2,1443
NALCN,5217
COL6A1,3087
SOX4,1425
OR14I1,936
GTSE1,2220
FOXC1,1662
OR2G6,951
NHLRC1,1188
OR2T29,948
OR2T34,957
OR2T10,939
OR2T11,951
OR2T35,956
OR2T27,954
POU3F2,1332
ATP7A,4503
GLYATL3,867
APOBEC3B,1149
CYYR1,468
DGCR6L,663
TSPYL4,1245
GFRAL,1185
IGSF5,1224
EVA1C,1326
RSPH14,1047
DZANK1,2334
MPHOSPH8,2583
THAP7,930
TINAG,1431
PCMTD2,1086
ADA2,1536
CDH4,1701
OPRL1,880
TAAR6,1038
CNMD,1005
MYT1,3447
TRAPPC3L,546
VCX,621
ZIC3,1404
TAAR2,1056
HS3ST4,1371
ADCYAP1,531
LRRC3,774
SMAD4,1659
CHAF1B,1680
PNCK,1032
OPRM1,1203
TUBA3C,1353
SEC14L4,1221
KATNAL1,1473
CAPNS2,747
FOXC2,1506
CYB5A,405
AKAP11,5706
ADAMTS18,3666
EPCIP,801
SAMSN1,1122
PDX1,852
TSC22D1,3222
LZTR1,2523
ZNF396,1008
APOBEC3A,600
CLDN9,654
SMCHD1,6018
POMP,426
OR2C1,939
CSTB,297
C16orf90,549
SH3BGR,531
OLIG3,819
TEX29,456
NCF4,1047
FGF9,627
LSS,1649
LATS2,3267
PVALB,333
ELAC1,1092
PCBP3,1116
IFNGR2,998
IFT88,2475
TMEM50B,477
CBX7,756
PIK3C3,2664
OR2B8,938
OR2B6,942
GPR31,960
TFAP2D,1359
DENND6B,1758
SMDT1,324
GPR139,1062
ADGRG2,3054
NDUFA6,465
ZNF469,11862
PRM3,312
GCM2,1521
C18orf54,1602
PEX39,306
EXOSC6,819
TCF20,5883
KHDC1L,387
GUCA1B,603
DUXB,1038
CPHXL,1218
NOX3,1707
DDX28,1623
CDSN,1590
PRR18,888
SLC35D4,891
ZNF280B,1632
TEKT5,1458
H1-1,648
H2AC4,393
H3C3,411
ZNF280A,1629
H1-6,624
H1-4,660
H2BC6,381
TMPRSS3,1362
DERL3,720
H4C4,312
PRAME,1530
MCCD1,360
ATP6V1G2-DDX39B,300
C6orf47,885
CEMP1,744
SLC2A11,1608
MICAL3,6009
LY6G6F-LY6G6D,1149
LY6G6C,378
OBI1,2181
MSH5-SAPCD1,2556
MED4,813
RBP3,3744
ONECUT3,1485
TBCC,1041
S1PR4,1155
ARHGAP19-SLIT1,1554
RFXAP,819
CYP2D6,1493
ZNRF4,1290
FLT3,2982
SEPHS2,1347
CAPN11,2220
CYP26C1,1569
DNTTIP1,990
TEKTL1,1500
C16orf78,798
OR7C2,960
CYP4F8,1563
MIF,348
CKLF-CMTM1,507
ICOSLG,909
CSTF2T,1851
RBFOX2,1170
GSTT2B,735
ATP8B1,3756
DDTL,405
DDT,501
CASP14,729
MPIG6B,726
RAP2A,552
BTBD16,1521
SACS,13740
URB1,6816
GSTT4,726
PDILT,1755
GSTTP2,726
BORCS8-MEF2B,1149
GPR26,1014
GSTT1,723
ARMS2,324
C16orf82,465
ITPRIPL2,1608
C22orf15,449
PNPLA1,1719
UPF3A,1431
CHCHD10,450
TCP10L,648
MMP11,1467
ASCC2,2274
HLA-DQA2,768
SMARCB1,1185
PTPN2,1248
MRAP,519
SPACA1,885
SETD4,1323
PKD1L3,5199
H2AC16,393
H1-5,681
H3C11,411
H4C13,312
H3C12,411
PIGT,1737
H2AC17,393
H2BC17,381
OR2B2,1074
SKIDA1,2727
NPS,270
PPT2-EGFL8,906
CALML5,441
CALML3,450
RPEL1,687
SPART,2001
NPIPB15,1332
RAB4B-EGLN2,642
ADI1,300
H2AC7,393
TRAPPC12,1161
H1-3,666
H4C6,312
H4C7,297
H3C7,411
UQCC4,399
H2BC10,381
PERCC1,804
IRGC,1392
LIPM,1272
OR2H2,939
TMEM114,672
FAM217A,1527
BSPH1,399
THAP11,945
CABP5,522
CTRL,795
MIA-RAB4B,396
H4C3,312
OR2A4,933
CTAGE9,2334
MAGEA8,957
MMGT1,396
DEFB114,210
DPEP2NB,372
DEFB113,249
RNF128,1287
DEFB110,204
TPGS2,903
OR12D2,924
MAS1L,1137
OR5V1,966
OR12D3,951
PNMA8B,1908
B3GALT4,1137
HPS6,2328
SMIM40,240
PIR,873
OR14J1,966
IRF2BP1,1755
NANOS2,417
NPIPB3,1263
H4C8,312
OR2J1,939
OR2J2,939
OR10C1,939
C19orf18,648
GPR32,1071
SORCS3,3669
TRIM43,1341
HIPK4,1851
CH25H,819
PROM2,2505
NMBR,1173
IZUMO1,1053
TRIM39-RPP21,1512
FAHD2A,945
H2AC14,387
H4C11,312
H3C10,411
PRSS41,918
ZNF511-PRAP1,955
PRSS53,1662
SLC18A3,1599
EIF5AL1,465
TP53TG3,375
H2AC13,393
H2BC7,381
H2BC9,381
H3C8,411
H4C5,312
CPHXL2,1203
TAAR5,1014
NKAPL,1209
H2AC12,387
IQSEC2,4467
BOLA2-SMG1P6,654
POM121L2,3108
GARIN5B,2769
FAM25G,270
RIPPLY2,387
LIPK,1200
NLRP9,2976
OR11A1,948
KIF5C,2583
CCDC74B,1143
CALHM1,1041
CALHM3,1035
HNRNPA1L3,963
RFPL4AL1,864
MLDHR,96
MZT2B,657
CLPSL1,366
CCDC68,1008
TUBA3E,1353
HAT1,1260
ATOH7,459
ZC3H11C,2418
SMPD4,2601
NUTM2E,2637
METAP1D,1008
PPAN-P2RY11,2385
DLX1,768
PTTG1IP,543
GPR180,1323
ADRA2A,1398
IL13RA1,1284
SLC25A12,2037
SF3B5,261
S1PR2,1062
DYNC1I2,1917
ITM2B,801
WDR87,8739
LRIT2,1653
GAL3ST2,1168
RAB6C,765
NEU4,1494
VPS4B,1335
IL17A,468
ADRB1,1434
IL17F,492
KCNJ15,1128
GJE1,618
TAAR8,1029
CACNG2,972
TAAR9,1047
PCDH8,3213
LY6G5C,453
OTUD1,1446
ESD,849
WNT7B,1050
OR2I1,948
JUND,1044
APOBEC3C,573
BORCS7-ASMT,321
RTP5,1719
SUMO4,288
PDCD1,867
GUCA1ANB-GUCA1A,606
ACSM6,1443
SEC14L3,1203
H2AC1,396
H2BC1,384
TP53TG3F,375
CRIM1,331
FAM170B,852
KASH5,1689
GATD3,807
PNLIP,1398
TTBK1,3966
CCDC22,1884
SERPINB8,1125
ABCB11,1356
G6PC2,1068
SOX10,1401
TP53TG3C,375
NPIPA8,1110
SPC25,675
RPS10-NUDT3,876
CRYBB2,618
NOSTRIN,1350
LHB,426
PPIL2,1563
MTUS2,4110
C19orf73,390
ITGB2,2310
L3MBTL4,1845
NPIPB9,1299
TCF7L1,1767
TGOLN2,1443
FGF14,744
RETSAT,1833
WFIKKN1,1647
GJB6,786
TIMM23B-AGAP6,567
MSLNL,2259
TERB1,2184
ADGB,5004
JUNB,1044
C19orf67,1077
H2BW1,444
MTRF1,1338
HDX,2073
ADO,813
SNTG2,693
CRYGD,525
CRYGC,525
PROSER2,1308
GSK3A,1452
CBY1,381
PEDS1,813
TSPAN6,738
SPADH,414
DUSP13B,1254
C10orf120,1008
DHX36,651
IMPA2,867
CTSZ,912
GABRR2,1398
ARHGEF26,2616
CGB2,492
GJD4,1113
FZD8,2085
RBM11,846
TP53TG3E,375
CABLES1,1902
AADACL2,1206
IRAK1,2139
NXNL1,639
PRNP,762
FUT5,1125
PLA2G6,2421
SLC25A41,1113
RAD21L1,1668
SOD1,465
OR10H2,948
OR10H3,951
OR7E24,1020
PCDH20,2856
OR1I1,1068
OR10H1,957
DSG3,3000
LNX2,2073
OR7A10,930
APOC4-APOC2,537
KIAA1755,3603
MYL12B,519
ZNF443,2016
WNT8B,1056
ERG,1440
GSTA5,669
CACNG8,1278
SLAIN1,1773
INO80D,3084
OSBPL1A,2853
NDUFS1,2184
ZNF625-ZNF20,378
ERVFRD-1,1617
OR12D1,947
FKBP1C,327
OR1M1,942
OR7G1,936
OR7G3,939
H2AC11,393
H4C9,312
OR7D4,939
SLC17A9,1311
OR7A17,930
EBPL,621
PNMA8C,615
THSD8,348
HUS1B,837
ZNF816-ZNF321P,702
B3GLCT,1497
VN1R2,1188
KLK9,753
RTL3,1428
GAGE12D,354
OR2W1,963
OR2B3,942
UCHL3,693
HTR1B,1173
BEX2,387
MFNG,966
SAGE1,2715
CT45A10,570
EEF1B2,678
CSAG1,237
CATSPERD,2397
CMKLR2,1068
SHROOM2,4851
N4BP2L1,732
ZDBF2,7065
WFDC3,696
SH2D1A,387
SRRM5,2148
AMH,1683
HSPA1B,1926
H4C2,312
MBD3L5,627
H3C4,411
PLXNB2,5517
MBD3L4,627
H1-2,642
MBD3L2,627
ZNF99,2595
ARHGEF9,1572
H2AC15,393
MBD3L3,627
OR2Z1,945
OR7G2,975
OR4F17,918
TM9SF4,1929
ERVV-1,1434
HCN2,2670
CCDC169,645
PSPN,471
SDHAF1,348
TAMM41,708
LYPD3,1041
H4C12,312
SIGLEC14,1191
KLK4,765
SGCG,876
CEP192,7614
ZSCAN5B,1488
LSM14A,1392
CEACAM18,1155
MUC20,2172
MUC4,16157
CGB1,468
CCDC8,1617
FAM90A27P,1683
ZSCAN4,1302
FEM1A,2010
TMTC4,2283
FAM187B,1110
ERFL,1065
TPRX1,1401
TPRX2,906
ZNF43,1426
ZNF100,1629
SELENOV,1041
VN1R4,906
ZC3H4,3912
CDK5RAP1,1764
MRPS6,378
EFNA2,642
SDF2L1,666
NBPF26,4347
BRD1,3570
U2AF1,723
PPIAL4A,495
NOTCH2NLR,939
RNF225,990
NUP58,1800
SIGLEC16,1463
RBBP7,1278
ME2,1755
KIF26B,5864
USP18,1119
COG3,2487
GCSAM,543
SLC9C1,3534
CEBPA,1077
ITSN1,5166
ZNF559-ZNF177,966
GATA1,1242
RELCH,3651
RRAGB,1041
PANX2,2034
SBSN,1773
ANKRD10,1263
GAPDHS,1227
CEP170,4755
NKX2-2,822
CHD6,8148
SNX12,489
SGSM3,2250
ACTL9,1251
AKT3,1440
RPS21,252
GNG14,324
DPRX,576
ZDHHC9,1095
SDCCAG8,2142
CAB39L,1014
NINL,4149
SMIM46,153
SLC46A3,1386
RAB27B,657
TCEAL8,354
CPLX4,483
UTP14C,2301
SPMAP2,1140
PDS5B,4344
TGIF1,819
TMSB15A,138
ZNF441,2082
MTMR1,2022
NDUFAF5,1038
ARHGAP28,2190
HNRNPR,1911
MSX1,912
GPR78,1092
TFDP1,1233
E2F2,1314
ID3,360
GPR42,1041
ZNF436,1413
FFAR2,993
TCEA3,1056
ZFP92,1251
ZNF512B,2679
TCEANC,1056
ASAP3,2712
TTPAL,1029
UGT2B11,1590
NAA11,690
TAF1,5622
GK2,1662
LIPE,3231
CIB3,564
SMIM21,306
TRAM1L1,1110
OR10H5,948
ZNF532,3906
DSTN,498
PDHA2,1167
RBM10,2793
MYH7B,5826
KCNJ6,1272
SIAH3,810
HMGB1,648
PDXK,939
BDH1,1032
TXNL1,870
ABHD12,1197
CTSO,966
ASIC5,1235
TDO2,1221
DCHS2,10116
CLDN24,663
TRIML1,1407
HRURF,105
MIPEP,2142
SMIM11,177
PAPOLB,1914
CCDC178,2604
PHF5A,333
TKTL2,1881
UGT2A3,1584
UGT2B10,1587
UGT2B15,999
HEMK2,645
KREMEN1,1377
TMPRSS11E,1272
RPS3A,795
YTHDC1,2208
PRDM9,2685
POM121L12,891
POTED,1755
SAT1,516
SH3D19,3144
GTF3A,1098
TRIL,2436
RBBP8,2694
RAB22A,585
FAM227A,1713
PRSS48,1041
ALG5,975
ENAM,3429
PJA1,1767
UTP3,1440
MX2,2148
USP17L10,1593
USP17L11,1593
USP17L12,1593
SSX5,567
TRIOBP,7098
DOK5,921
USP17L13,1593
USP17L17,1593
USP17L18,1593
USP17L23,551
USP17L5,1593
USP17L27,1593
USP17L28,1593
USP17L29,1593
USP17L30,1593
PLXNA3,5616
USP17L20,1593
USP17L21,1593
USP17L22,1593
USP17L24,1593
USP17L25,1593
USP17L26,1593
TEX47,762
USP17L19,1593
TTLL9,1320
GIMD1,654
RRP1,1386
IL2,462
N4BP2L2,1752
MAP1LC3A,366
LIMK2,1917
ZNF716,1488
TWSG1,672
HTN1,174
STATH,189
SOWAHB,2382
HTN3,156
FMC1-LUC7L2,1377
CLDN22,663
PRELID3A,519
NONO,1416
PRR27,660
LPCAT1,1470
POU4F2,1230
USP17L15,1662
TAS2R3,951
ZNF397,1605
IL21,489
CLPTM1L,1617
PLCB4,3621
RANBP1,837
TAS2R5,900
TMEM229A,1143
LPAR6,1035
NKX1-1,1347
ZAR1L,966
SLC6A3,1863
CPEB2,3105
DHRS12,807
ZC3H7B,2934
RNF152,612
ABCG1,2001
TPD52L3,411
KCTD1,2598
TAS2R38,1002
LMF2,2124
PROP1,339
RBAK-RBAKDN,732
CEP72,512
SLC9A3,211
ANXA10,975
SPMIP7,1317
NEK5,2499
TAS2R4,900
DRC11L,2457
TCF4,2016
CCKAR,1287
DOP1B,6897
SLC45A2,705
GIMAP1-GIMAP5,1536
TMEM276-ZFTRAF1,1089
RRH,1014
RXFP3,1410
ADAMTS12,489
SMN2,885
DSPP,3906
DEFB130A,240
GTF2H2,1188
GJC3,840
FAM47E-STBD1,1056
MIS18A,702
PARVB,1095
NDUFV3,1422
LRRC72,864
C4orf54,5382
OTOP1,1839
DNAJC30,681
CLDN3,663
TFF3,243
BLOC1S4,654
ABT1,819
BTN2A1,1584
KIF2B,2022
TFF1,255
HMGN4,273
NME1-NME2,804
BTN1A1,1581
POLR2J3-UPK3BL2,348
SERF1B,333
S100B,279
NAIP,4212
CSN2,681
NEUROG2,819
NPTXR,1503
TST,894
TMEM271,1158
MCCC2,624
PKNOX1,1311
FAM90A15,1395
MAB21L2,1080
BDP1,7875
PTGES3L-AARSD1,1632
PES1,1767
CLRN2,699
ERMARD,2037
ATOH1,1065
SMN1,885
DCAF4L1,1191
GRXCR1,873
TRIM75,1407
PURB,939
SERF1A,333
ADRA2C,1389
CXXC4,1104
UGGT2,4551
CCDC182,462
DYNLT2,597
PTTG2,576
SON,7281
SENP3-EIF4A1,1623
OR1D5,939
MRFAP1L2,360
FAM90A26,1395
GK3,1662
FREM3,6420
SERHL2,945
INMT-MINDY4,426
GEMIN8,729
C21orf91,894
FAM120B,2802
ZAR1,1275
TAS2R39,1017
TAS2R40,972
GUCY2D,3312
TCAF2C,2137
DLL1,2172
BORCS6,1074
MFSD6L,1761
OR9A4,945
VPS26C,894
LONRF3,2280
LHFPL3,711
MYH8,5814
NDFIP2,1011
FERD3L,501
OR2A42,933
OR2A1,933
OR2A5,936
MYH4,5820
OR2A25,933
TMPRSS11F,1317
OR2A12,933
OR2A14,933
TMPRSS11B,1251
SHH,1389
BTK,1980
SF3A1,2382
CARS2,1695
CDRT15,567
C7orf33,534
CFAP184,1668
PSAPL1,1566
EXOC1L,519
UBE2G2,498
EEFSEC,1791
MUC17,13482
CDC45,1701
HOXA13,1167
CFAP299,702
DTD1,630
FAM3B,708
FZD9,1776
ABCB5,3774
PPEF2,2262
PRELID3B,585
PTPRK,4419
GET1,525
SLC15A5,1740
TEN1-CDK3,372
COMMD7,603
ZNF679,1236
EPX,2148
SPMIP11,396
PCCA,2187
MID1,2004
ZACN,1239
LCA5L,2013
KRT76,1917
KCNIP4,88
URGCP-MRPS24,333
STK4,1464
KRT2,1920
HEXIM1,1080
SCPPPQ1,240
ABCF2-H2BK1,1905
ARL5C,540
PPP6R2,2880
SDK1,6642
LRRIQ1,5169
MORC3,2820
NAP1L5,549
THEMIS,1926
CCDC71L,708
CCER1,1221
HCRT,396
SPDYE2B,1209
KRT1,1935
PROKR2,1155
SPDYE5,1209
ASIC2,1692
SPDYE9,798
TNFRSF6B,903
TPH2,1473
SPDYE11,798
ATP6AP1,1413
GABPA,1365
SPDYE13,798
SPDYE15,798
SPDYE16,1059
SPDYE17,798
KRT25,1353
TBX20,1344
KRT27,1380
KRT77,1737
KRT28,1395
ATG9B,2775
SCN4A,5511
TPX2,2244
FOXL3,702
SLITRK2,2538
ASZ1,1428
MAP1LC3B2,378
HCCS,807
SPDYE6,1209
FNDC8,975
CTAGE8,2334
GRIFIN,435
CTAGE4,2334
ARMC10,639
CDC14C,1344
RTL4,933
SPANXN4,300
NAPEPLD,1182
OR4D2,924
MAGEB1,1044
MC2R,894
SPDYE21,1209
BHLHA9,708
ZNF735,1239
OR9A1P,945
SPDYE2,1209
DTNA,2313
SPDYE12,798
USH1G,1386
OR1D2,939
NACA2,648
CLIC2,744
OR1E1,945
OR1E2,972
ABTB3,3315
RNASEK-C17orf49,701
AGPAT3,1131
GAB3,1764
RNF17,4872
OR1A2,930
ANKRD61,1257
DZIP1,2604
DENND11,1368
OCM2,330
CCDC201,564
ANHX,1452
ATG4A,1197
SSBP1,403
ZNF286A-TBC1D26,1566
SEPTIN14,1299
TBC1D26,1407
AGK,681
KGD4,312
WEE2,1704
CYP3A7-CYP3A51P,1512
CDK7,1041
OR4F21,939
DUS4L-BCAP29,1446
BACE2,1557
LRCH1,2292
KRT38,1371
KRT32,1347
CCDC125,1536
NME8,1767
EDA,1176
KRT36,1404
KRT35,1368
PTPRN2,114
IL31,495
DMRTC1B,579
AK6,519
SPATA13,3834
ATP5MF-PTCD1,2250
ADAMDEC1,1413
ZMYND8,3705
TAF9,795
VSIG1,1164
CXADR,1098
TLR7,3150
EPYC,969
RAD17,2046
KCND1,1944
HGH1,1173
HSPB9,480
DDN,2136
VGLL1,777
MUC5B,17289
RNF222,663
GSG1L2,882
CHMP4C,702
SLURP2,294
GDF11,1224
CDADC1,1545
GPR142,1125
GAGE13,354
SLC35G3,1017
MUC5AC,16965
EFCAB5,4512
SDR9C7,942
APOO,597
CEBPD,810
RBMXL2,1179
FNTA,1140
KPNA3,1566
REP15,711
CSNK2A3,1176
FANCF,1125
POMZP3,752
KERA,1059
MARVELD2,1677
DONSON,1701
CCL8,300
FJX1,1314
CCL1,291
OR4C13,930
UPK3B,963
HCAR2,1092
CRYBA1,648
OCLN,1569
HCAR3,1164
HCAR1,1041
SEBOX,573
DTX2,639
OR5L2,936
ANKRD33,1359
OR5D14,945
MAB21L1,1080
MRPL57,309
OR5D13,945
OR9Q1,933
OR4C16,933
SPDYE14,798
CPB2,1272
OR10W1,918
OR5B17,945
OR6C70,939
OR6C68,939
OR1G1,942
TRIM27,1542
P2RX5-TAX1BP3,1299
TRIM48,675
HASPIN,2397
CFAP298,873
SSU72L6,585
OR5I1,945
OR5W2,933
ZNF311,2001
KLF14,972
TRIM51,1359
RPRML,363
EID3,1002
KRTAP4-3,588
KRTAP4-1,441
LST1,315
OR5D16,987
FIBIN,636
OR5L1,936
FGF3,720
RTL6,720
TRIM77,1353
MPO,2238
APOBEC3F,1122
PTPRQ,6900
OR2J3,936
MICB,1152
DDI1,1191
TYR,1590
NRG1,1923
OR1R1,945
TRIM10,1446
KRT26,1407
FOXRED2,2055
PPP1R3F,2400
MMP8,1404
TNFSF12-TNFSF13,993
RNF39,1263
MUC21,1701
TNF,516
MOG,888
STK24,1296
GTF2H2C_2,1188
NOG,699
TRPV5,2190
LHX5,1209
GRIA3,2685
KCNJ18,1302
HEPHL1,3480
SOST,642
TVP23C-CDRT4,495
KCTD17,945
LLCFC1,459
TVP23C,612
OR2AP1,930
OR6C2,939
TRPV6,2178
TENM4,8310
OR6C4,930
GNAT3,1065
OR6C75,939
ZFP57,634
PRSS2,744
OR6C76,939
CRKL,912
ALG11,1479
OR6C6,945
ATP1B4,1074
PRSS1,786
ANP32D,396
NPVF,591
HLA-G,1032
ARVCF,2889
CABYR,1140
PANX3,1179
SPDYE3,1650
OR6V1,942
ASCL4,519
MGAM2,7548
DHX16,2007
SLC15A1,2127
ATF7-NPFF,1392
SMIM10L2B-AS1,300
GLOD5,483
GABBR1,2886
OR9A2,933
OR6C3,936
MS4A5,603
GNL3L,1749
KRT3,1887
EPHB6,3069
KRT4,1563
MYO15B,9291
OR6C74,939
OR52R1,948
OR51G1,966
OR51A2,942
H2AJ,390
RNF133,1131
OR10P1,942
RNF148,918
TAS2R16,876
SLC37A1,1602
NKD2,1356
WNT1,1113
